date,year,month,day,weekday,season,is_weekend,holiday,isMyBirthday
1976-05-01,1976,May,1,Saturday,Spring,True,,False
1976-05-02,1976,May,2,Sunday,Spring,True,,False
1976-05-03,1976,May,3,Monday,Spring,False,,False
1976-05-04,1976,May,4,Tuesday,Spring,False,,False
1976-05-05,1976,May,5,Wednesday,Spring,False,,False
1976-05-06,1976,May,6,Thursday,Spring,False,,False
1976-05-07,1976,May,7,Friday,Spring,False,,False
1976-05-08,1976,May,8,Saturday,Spring,True,,False
1976-05-09,1976,May,9,Sunday,Spring,True,,False
1976-05-10,1976,May,10,Monday,Spring,False,,False
1976-05-11,1976,May,11,Tuesday,Spring,False,,False
1976-05-12,1976,May,12,Wednesday,Spring,False,,False
1976-05-13,1976,May,13,Thursday,Spring,False,,False
1976-05-14,1976,May,14,Friday,Spring,False,,False
1976-05-15,1976,May,15,Saturday,Spring,True,,False
1976-05-16,1976,May,16,Sunday,Spring,True,,False
1976-05-17,1976,May,17,Monday,Spring,False,,False
1976-05-18,1976,May,18,Tuesday,Spring,False,,False
1976-05-19,1976,May,19,Wednesday,Spring,False,,False
1976-05-20,1976,May,20,Thursday,Spring,False,,False
1976-05-21,1976,May,21,Friday,Spring,False,,False
1976-05-22,1976,May,22,Saturday,Spring,True,,False
1976-05-23,1976,May,23,Sunday,Spring,True,,False
1976-05-24,1976,May,24,Monday,Spring,False,,False
1976-05-25,1976,May,25,Tuesday,Spring,False,,False
1976-05-26,1976,May,26,Wednesday,Spring,False,,False
1976-05-27,1976,May,27,Thursday,Spring,False,Hemelvaartsdag,False
1976-05-28,1976,May,28,Friday,Spring,False,,False
1976-05-29,1976,May,29,Saturday,Spring,True,,False
1976-05-30,1976,May,30,Sunday,Spring,True,,False
1976-05-31,1976,May,31,Monday,Spring,False,,False
1976-06-01,1976,June,1,Tuesday,Summer,False,,False
1976-06-02,1976,June,2,Wednesday,Summer,False,,False
1976-06-03,1976,June,3,Thursday,Summer,False,,False
1976-06-04,1976,June,4,Friday,Summer,False,,False
1976-06-05,1976,June,5,Saturday,Summer,True,,False
1976-06-06,1976,June,6,Sunday,Summer,True,Eerste Pinksterdag,False
1976-06-07,1976,June,7,Monday,Summer,False,Tweede Pinksterdag,False
1976-06-08,1976,June,8,Tuesday,Summer,False,,False
1976-06-09,1976,June,9,Wednesday,Summer,False,,False
1976-06-10,1976,June,10,Thursday,Summer,False,,False
1976-06-11,1976,June,11,Friday,Summer,False,,False
1976-06-12,1976,June,12,Saturday,Summer,True,,False
1976-06-13,1976,June,13,Sunday,Summer,True,,False
1976-06-14,1976,June,14,Monday,Summer,False,,False
1976-06-15,1976,June,15,Tuesday,Summer,False,,False
1976-06-16,1976,June,16,Wednesday,Summer,False,,False
1976-06-17,1976,June,17,Thursday,Summer,False,,False
1976-06-18,1976,June,18,Friday,Summer,False,,False
1976-06-19,1976,June,19,Saturday,Summer,True,,False
1976-06-20,1976,June,20,Sunday,Summer,True,,False
1976-06-21,1976,June,21,Monday,Summer,False,,False
1976-06-22,1976,June,22,Tuesday,Summer,False,,False
1976-06-23,1976,June,23,Wednesday,Summer,False,,False
1976-06-24,1976,June,24,Thursday,Summer,False,,False
1976-06-25,1976,June,25,Friday,Summer,False,,False
1976-06-26,1976,June,26,Saturday,Summer,True,,False
1976-06-27,1976,June,27,Sunday,Summer,True,,False
1976-06-28,1976,June,28,Monday,Summer,False,,False
1976-06-29,1976,June,29,Tuesday,Summer,False,,False
1976-06-30,1976,June,30,Wednesday,Summer,False,,False
1976-07-01,1976,July,1,Thursday,Summer,False,,False
1976-07-02,1976,July,2,Friday,Summer,False,,False
1976-07-03,1976,July,3,Saturday,Summer,True,,False
1976-07-04,1976,July,4,Sunday,Summer,True,,False
1976-07-05,1976,July,5,Monday,Summer,False,,False
1976-07-06,1976,July,6,Tuesday,Summer,False,,False
1976-07-07,1976,July,7,Wednesday,Summer,False,,False
1976-07-08,1976,July,8,Thursday,Summer,False,,False
1976-07-09,1976,July,9,Friday,Summer,False,,False
1976-07-10,1976,July,10,Saturday,Summer,True,,False
1976-07-11,1976,July,11,Sunday,Summer,True,,False
1976-07-12,1976,July,12,Monday,Summer,False,,False
1976-07-13,1976,July,13,Tuesday,Summer,False,,False
1976-07-14,1976,July,14,Wednesday,Summer,False,,False
1976-07-15,1976,July,15,Thursday,Summer,False,,False
1976-07-16,1976,July,16,Friday,Summer,False,,False
1976-07-17,1976,July,17,Saturday,Summer,True,,False
1976-07-18,1976,July,18,Sunday,Summer,True,,False
1976-07-19,1976,July,19,Monday,Summer,False,,False
1976-07-20,1976,July,20,Tuesday,Summer,False,,False
1976-07-21,1976,July,21,Wednesday,Summer,False,,False
1976-07-22,1976,July,22,Thursday,Summer,False,,False
1976-07-23,1976,July,23,Friday,Summer,False,,False
1976-07-24,1976,July,24,Saturday,Summer,True,,False
1976-07-25,1976,July,25,Sunday,Summer,True,,False
1976-07-26,1976,July,26,Monday,Summer,False,,False
1976-07-27,1976,July,27,Tuesday,Summer,False,,False
1976-07-28,1976,July,28,Wednesday,Summer,False,,False
1976-07-29,1976,July,29,Thursday,Summer,False,,False
1976-07-30,1976,July,30,Friday,Summer,False,,False
1976-07-31,1976,July,31,Saturday,Summer,True,,False
1976-08-01,1976,August,1,Sunday,Summer,True,,False
1976-08-02,1976,August,2,Monday,Summer,False,,False
1976-08-03,1976,August,3,Tuesday,Summer,False,,False
1976-08-04,1976,August,4,Wednesday,Summer,False,,False
1976-08-05,1976,August,5,Thursday,Summer,False,,False
1976-08-06,1976,August,6,Friday,Summer,False,,False
1976-08-07,1976,August,7,Saturday,Summer,True,,False
1976-08-08,1976,August,8,Sunday,Summer,True,,False
1976-08-09,1976,August,9,Monday,Summer,False,,False
1976-08-10,1976,August,10,Tuesday,Summer,False,,False
1976-08-11,1976,August,11,Wednesday,Summer,False,,False
1976-08-12,1976,August,12,Thursday,Summer,False,,False
1976-08-13,1976,August,13,Friday,Summer,False,,False
1976-08-14,1976,August,14,Saturday,Summer,True,,False
1976-08-15,1976,August,15,Sunday,Summer,True,,False
1976-08-16,1976,August,16,Monday,Summer,False,,False
1976-08-17,1976,August,17,Tuesday,Summer,False,,False
1976-08-18,1976,August,18,Wednesday,Summer,False,,False
1976-08-19,1976,August,19,Thursday,Summer,False,,False
1976-08-20,1976,August,20,Friday,Summer,False,,False
1976-08-21,1976,August,21,Saturday,Summer,True,,False
1976-08-22,1976,August,22,Sunday,Summer,True,,False
1976-08-23,1976,August,23,Monday,Summer,False,,False
1976-08-24,1976,August,24,Tuesday,Summer,False,,False
1976-08-25,1976,August,25,Wednesday,Summer,False,,False
1976-08-26,1976,August,26,Thursday,Summer,False,,False
1976-08-27,1976,August,27,Friday,Summer,False,,False
1976-08-28,1976,August,28,Saturday,Summer,True,,False
1976-08-29,1976,August,29,Sunday,Summer,True,,False
1976-08-30,1976,August,30,Monday,Summer,False,,False
1976-08-31,1976,August,31,Tuesday,Summer,False,,False
1976-09-01,1976,September,1,Wednesday,Autumn,False,,False
1976-09-02,1976,September,2,Thursday,Autumn,False,,False
1976-09-03,1976,September,3,Friday,Autumn,False,,False
1976-09-04,1976,September,4,Saturday,Autumn,True,,False
1976-09-05,1976,September,5,Sunday,Autumn,True,,False
1976-09-06,1976,September,6,Monday,Autumn,False,,False
1976-09-07,1976,September,7,Tuesday,Autumn,False,,False
1976-09-08,1976,September,8,Wednesday,Autumn,False,,False
1976-09-09,1976,September,9,Thursday,Autumn,False,,False
1976-09-10,1976,September,10,Friday,Autumn,False,,False
1976-09-11,1976,September,11,Saturday,Autumn,True,,False
1976-09-12,1976,September,12,Sunday,Autumn,True,,False
1976-09-13,1976,September,13,Monday,Autumn,False,,False
1976-09-14,1976,September,14,Tuesday,Autumn,False,,False
1976-09-15,1976,September,15,Wednesday,Autumn,False,,False
1976-09-16,1976,September,16,Thursday,Autumn,False,,False
1976-09-17,1976,September,17,Friday,Autumn,False,,False
1976-09-18,1976,September,18,Saturday,Autumn,True,,False
1976-09-19,1976,September,19,Sunday,Autumn,True,,False
1976-09-20,1976,September,20,Monday,Autumn,False,,False
1976-09-21,1976,September,21,Tuesday,Autumn,False,,False
1976-09-22,1976,September,22,Wednesday,Autumn,False,,False
1976-09-23,1976,September,23,Thursday,Autumn,False,,False
1976-09-24,1976,September,24,Friday,Autumn,False,,False
1976-09-25,1976,September,25,Saturday,Autumn,True,,False
1976-09-26,1976,September,26,Sunday,Autumn,True,,False
1976-09-27,1976,September,27,Monday,Autumn,False,,False
1976-09-28,1976,September,28,Tuesday,Autumn,False,,False
1976-09-29,1976,September,29,Wednesday,Autumn,False,,False
1976-09-30,1976,September,30,Thursday,Autumn,False,,False
1976-10-01,1976,October,1,Friday,Autumn,False,,False
1976-10-02,1976,October,2,Saturday,Autumn,True,,False
1976-10-03,1976,October,3,Sunday,Autumn,True,,False
1976-10-04,1976,October,4,Monday,Autumn,False,,False
1976-10-05,1976,October,5,Tuesday,Autumn,False,,False
1976-10-06,1976,October,6,Wednesday,Autumn,False,,False
1976-10-07,1976,October,7,Thursday,Autumn,False,,False
1976-10-08,1976,October,8,Friday,Autumn,False,,False
1976-10-09,1976,October,9,Saturday,Autumn,True,,False
1976-10-10,1976,October,10,Sunday,Autumn,True,,False
1976-10-11,1976,October,11,Monday,Autumn,False,,False
1976-10-12,1976,October,12,Tuesday,Autumn,False,,False
1976-10-13,1976,October,13,Wednesday,Autumn,False,,False
1976-10-14,1976,October,14,Thursday,Autumn,False,,False
1976-10-15,1976,October,15,Friday,Autumn,False,,False
1976-10-16,1976,October,16,Saturday,Autumn,True,,False
1976-10-17,1976,October,17,Sunday,Autumn,True,,False
1976-10-18,1976,October,18,Monday,Autumn,False,,False
1976-10-19,1976,October,19,Tuesday,Autumn,False,,False
1976-10-20,1976,October,20,Wednesday,Autumn,False,,False
1976-10-21,1976,October,21,Thursday,Autumn,False,,False
1976-10-22,1976,October,22,Friday,Autumn,False,,False
1976-10-23,1976,October,23,Saturday,Autumn,True,,False
1976-10-24,1976,October,24,Sunday,Autumn,True,,False
1976-10-25,1976,October,25,Monday,Autumn,False,,False
1976-10-26,1976,October,26,Tuesday,Autumn,False,,False
1976-10-27,1976,October,27,Wednesday,Autumn,False,,False
1976-10-28,1976,October,28,Thursday,Autumn,False,,False
1976-10-29,1976,October,29,Friday,Autumn,False,,False
1976-10-30,1976,October,30,Saturday,Autumn,True,,False
1976-10-31,1976,October,31,Sunday,Autumn,True,,False
1976-11-01,1976,November,1,Monday,Autumn,False,,False
1976-11-02,1976,November,2,Tuesday,Autumn,False,,False
1976-11-03,1976,November,3,Wednesday,Autumn,False,,False
1976-11-04,1976,November,4,Thursday,Autumn,False,,False
1976-11-05,1976,November,5,Friday,Autumn,False,,False
1976-11-06,1976,November,6,Saturday,Autumn,True,,False
1976-11-07,1976,November,7,Sunday,Autumn,True,,False
1976-11-08,1976,November,8,Monday,Autumn,False,,False
1976-11-09,1976,November,9,Tuesday,Autumn,False,,False
1976-11-10,1976,November,10,Wednesday,Autumn,False,,False
1976-11-11,1976,November,11,Thursday,Autumn,False,,False
1976-11-12,1976,November,12,Friday,Autumn,False,,False
1976-11-13,1976,November,13,Saturday,Autumn,True,,False
1976-11-14,1976,November,14,Sunday,Autumn,True,,False
1976-11-15,1976,November,15,Monday,Autumn,False,,False
1976-11-16,1976,November,16,Tuesday,Autumn,False,,False
1976-11-17,1976,November,17,Wednesday,Autumn,False,,False
1976-11-18,1976,November,18,Thursday,Autumn,False,,False
1976-11-19,1976,November,19,Friday,Autumn,False,,False
1976-11-20,1976,November,20,Saturday,Autumn,True,,False
1976-11-21,1976,November,21,Sunday,Autumn,True,,False
1976-11-22,1976,November,22,Monday,Autumn,False,,False
1976-11-23,1976,November,23,Tuesday,Autumn,False,,False
1976-11-24,1976,November,24,Wednesday,Autumn,False,,False
1976-11-25,1976,November,25,Thursday,Autumn,False,,False
1976-11-26,1976,November,26,Friday,Autumn,False,,False
1976-11-27,1976,November,27,Saturday,Autumn,True,,False
1976-11-28,1976,November,28,Sunday,Autumn,True,,False
1976-11-29,1976,November,29,Monday,Autumn,False,,False
1976-11-30,1976,November,30,Tuesday,Autumn,False,,False
1976-12-01,1976,December,1,Wednesday,Winter,False,,False
1976-12-02,1976,December,2,Thursday,Winter,False,,False
1976-12-03,1976,December,3,Friday,Winter,False,,False
1976-12-04,1976,December,4,Saturday,Winter,True,,False
1976-12-05,1976,December,5,Sunday,Winter,True,,False
1976-12-06,1976,December,6,Monday,Winter,False,,False
1976-12-07,1976,December,7,Tuesday,Winter,False,,False
1976-12-08,1976,December,8,Wednesday,Winter,False,,False
1976-12-09,1976,December,9,Thursday,Winter,False,,False
1976-12-10,1976,December,10,Friday,Winter,False,,False
1976-12-11,1976,December,11,Saturday,Winter,True,,False
1976-12-12,1976,December,12,Sunday,Winter,True,,False
1976-12-13,1976,December,13,Monday,Winter,False,,False
1976-12-14,1976,December,14,Tuesday,Winter,False,,False
1976-12-15,1976,December,15,Wednesday,Winter,False,,False
1976-12-16,1976,December,16,Thursday,Winter,False,,False
1976-12-17,1976,December,17,Friday,Winter,False,,False
1976-12-18,1976,December,18,Saturday,Winter,True,,False
1976-12-19,1976,December,19,Sunday,Winter,True,,False
1976-12-20,1976,December,20,Monday,Winter,False,,False
1976-12-21,1976,December,21,Tuesday,Winter,False,,False
1976-12-22,1976,December,22,Wednesday,Winter,False,,False
1976-12-23,1976,December,23,Thursday,Winter,False,,False
1976-12-24,1976,December,24,Friday,Winter,False,,False
1976-12-25,1976,December,25,Saturday,Winter,True,Eerste Kerstdag,False
1976-12-26,1976,December,26,Sunday,Winter,True,Tweede Kerstdag,False
1976-12-27,1976,December,27,Monday,Winter,False,,False
1976-12-28,1976,December,28,Tuesday,Winter,False,,False
1976-12-29,1976,December,29,Wednesday,Winter,False,,False
1976-12-30,1976,December,30,Thursday,Winter,False,,False
1976-12-31,1976,December,31,Friday,Winter,False,,False
1977-01-01,1977,January,1,Saturday,Winter,True,Nieuwjaarsdag,False
1977-01-02,1977,January,2,Sunday,Winter,True,,False
1977-01-03,1977,January,3,Monday,Winter,False,,False
1977-01-04,1977,January,4,Tuesday,Winter,False,,False
1977-01-05,1977,January,5,Wednesday,Winter,False,,False
1977-01-06,1977,January,6,Thursday,Winter,False,,False
1977-01-07,1977,January,7,Friday,Winter,False,,False
1977-01-08,1977,January,8,Saturday,Winter,True,,False
1977-01-09,1977,January,9,Sunday,Winter,True,,False
1977-01-10,1977,January,10,Monday,Winter,False,,False
1977-01-11,1977,January,11,Tuesday,Winter,False,,False
1977-01-12,1977,January,12,Wednesday,Winter,False,,False
1977-01-13,1977,January,13,Thursday,Winter,False,,False
1977-01-14,1977,January,14,Friday,Winter,False,,False
1977-01-15,1977,January,15,Saturday,Winter,True,,False
1977-01-16,1977,January,16,Sunday,Winter,True,,False
1977-01-17,1977,January,17,Monday,Winter,False,,False
1977-01-18,1977,January,18,Tuesday,Winter,False,,False
1977-01-19,1977,January,19,Wednesday,Winter,False,,False
1977-01-20,1977,January,20,Thursday,Winter,False,,False
1977-01-21,1977,January,21,Friday,Winter,False,,False
1977-01-22,1977,January,22,Saturday,Winter,True,,False
1977-01-23,1977,January,23,Sunday,Winter,True,,False
1977-01-24,1977,January,24,Monday,Winter,False,,False
1977-01-25,1977,January,25,Tuesday,Winter,False,,False
1977-01-26,1977,January,26,Wednesday,Winter,False,,False
1977-01-27,1977,January,27,Thursday,Winter,False,,False
1977-01-28,1977,January,28,Friday,Winter,False,,False
1977-01-29,1977,January,29,Saturday,Winter,True,,False
1977-01-30,1977,January,30,Sunday,Winter,True,,False
1977-01-31,1977,January,31,Monday,Winter,False,,False
1977-02-01,1977,February,1,Tuesday,Winter,False,,False
1977-02-02,1977,February,2,Wednesday,Winter,False,,False
1977-02-03,1977,February,3,Thursday,Winter,False,,False
1977-02-04,1977,February,4,Friday,Winter,False,,False
1977-02-05,1977,February,5,Saturday,Winter,True,,False
1977-02-06,1977,February,6,Sunday,Winter,True,,False
1977-02-07,1977,February,7,Monday,Winter,False,,False
1977-02-08,1977,February,8,Tuesday,Winter,False,,False
1977-02-09,1977,February,9,Wednesday,Winter,False,,False
1977-02-10,1977,February,10,Thursday,Winter,False,,False
1977-02-11,1977,February,11,Friday,Winter,False,,False
1977-02-12,1977,February,12,Saturday,Winter,True,,False
1977-02-13,1977,February,13,Sunday,Winter,True,,False
1977-02-14,1977,February,14,Monday,Winter,False,,False
1977-02-15,1977,February,15,Tuesday,Winter,False,,False
1977-02-16,1977,February,16,Wednesday,Winter,False,,False
1977-02-17,1977,February,17,Thursday,Winter,False,,False
1977-02-18,1977,February,18,Friday,Winter,False,,False
1977-02-19,1977,February,19,Saturday,Winter,True,,False
1977-02-20,1977,February,20,Sunday,Winter,True,,False
1977-02-21,1977,February,21,Monday,Winter,False,,False
1977-02-22,1977,February,22,Tuesday,Winter,False,,False
1977-02-23,1977,February,23,Wednesday,Winter,False,,False
1977-02-24,1977,February,24,Thursday,Winter,False,,False
1977-02-25,1977,February,25,Friday,Winter,False,,False
1977-02-26,1977,February,26,Saturday,Winter,True,,False
1977-02-27,1977,February,27,Sunday,Winter,True,,False
1977-02-28,1977,February,28,Monday,Winter,False,,False
1977-03-01,1977,March,1,Tuesday,Spring,False,,False
1977-03-02,1977,March,2,Wednesday,Spring,False,,False
1977-03-03,1977,March,3,Thursday,Spring,False,,False
1977-03-04,1977,March,4,Friday,Spring,False,,False
1977-03-05,1977,March,5,Saturday,Spring,True,,False
1977-03-06,1977,March,6,Sunday,Spring,True,,False
1977-03-07,1977,March,7,Monday,Spring,False,,False
1977-03-08,1977,March,8,Tuesday,Spring,False,,False
1977-03-09,1977,March,9,Wednesday,Spring,False,,False
1977-03-10,1977,March,10,Thursday,Spring,False,,False
1977-03-11,1977,March,11,Friday,Spring,False,,False
1977-03-12,1977,March,12,Saturday,Spring,True,,False
1977-03-13,1977,March,13,Sunday,Spring,True,,False
1977-03-14,1977,March,14,Monday,Spring,False,,False
1977-03-15,1977,March,15,Tuesday,Spring,False,,False
1977-03-16,1977,March,16,Wednesday,Spring,False,,False
1977-03-17,1977,March,17,Thursday,Spring,False,,False
1977-03-18,1977,March,18,Friday,Spring,False,,False
1977-03-19,1977,March,19,Saturday,Spring,True,,False
1977-03-20,1977,March,20,Sunday,Spring,True,,False
1977-03-21,1977,March,21,Monday,Spring,False,,False
1977-03-22,1977,March,22,Tuesday,Spring,False,,False
1977-03-23,1977,March,23,Wednesday,Spring,False,,False
1977-03-24,1977,March,24,Thursday,Spring,False,,False
1977-03-25,1977,March,25,Friday,Spring,False,,False
1977-03-26,1977,March,26,Saturday,Spring,True,,False
1977-03-27,1977,March,27,Sunday,Spring,True,,False
1977-03-28,1977,March,28,Monday,Spring,False,,False
1977-03-29,1977,March,29,Tuesday,Spring,False,,False
1977-03-30,1977,March,30,Wednesday,Spring,False,,False
1977-03-31,1977,March,31,Thursday,Spring,False,,False
1977-04-01,1977,April,1,Friday,Spring,False,,False
1977-04-02,1977,April,2,Saturday,Spring,True,,False
1977-04-03,1977,April,3,Sunday,Spring,True,,False
1977-04-04,1977,April,4,Monday,Spring,False,,False
1977-04-05,1977,April,5,Tuesday,Spring,False,,False
1977-04-06,1977,April,6,Wednesday,Spring,False,,False
1977-04-07,1977,April,7,Thursday,Spring,False,,False
1977-04-08,1977,April,8,Friday,Spring,False,Goede Vrijdag,False
1977-04-09,1977,April,9,Saturday,Spring,True,,False
1977-04-10,1977,April,10,Sunday,Spring,True,Eerste Paasdag,False
1977-04-11,1977,April,11,Monday,Spring,False,Tweede Paasdag,False
1977-04-12,1977,April,12,Tuesday,Spring,False,,False
1977-04-13,1977,April,13,Wednesday,Spring,False,,False
1977-04-14,1977,April,14,Thursday,Spring,False,,False
1977-04-15,1977,April,15,Friday,Spring,False,,False
1977-04-16,1977,April,16,Saturday,Spring,True,,False
1977-04-17,1977,April,17,Sunday,Spring,True,,False
1977-04-18,1977,April,18,Monday,Spring,False,,False
1977-04-19,1977,April,19,Tuesday,Spring,False,,False
1977-04-20,1977,April,20,Wednesday,Spring,False,,False
1977-04-21,1977,April,21,Thursday,Spring,False,,False
1977-04-22,1977,April,22,Friday,Spring,False,,False
1977-04-23,1977,April,23,Saturday,Spring,True,,False
1977-04-24,1977,April,24,Sunday,Spring,True,,False
1977-04-25,1977,April,25,Monday,Spring,False,,False
1977-04-26,1977,April,26,Tuesday,Spring,False,,False
1977-04-27,1977,April,27,Wednesday,Spring,False,,False
1977-04-28,1977,April,28,Thursday,Spring,False,,False
1977-04-29,1977,April,29,Friday,Spring,False,,False
1977-04-30,1977,April,30,Saturday,Spring,True,Koninginnedag,False
1977-05-01,1977,May,1,Sunday,Spring,True,,False
1977-05-02,1977,May,2,Monday,Spring,False,,False
1977-05-03,1977,May,3,Tuesday,Spring,False,,False
1977-05-04,1977,May,4,Wednesday,Spring,False,,False
1977-05-05,1977,May,5,Thursday,Spring,False,,False
1977-05-06,1977,May,6,Friday,Spring,False,,False
1977-05-07,1977,May,7,Saturday,Spring,True,,False
1977-05-08,1977,May,8,Sunday,Spring,True,,False
1977-05-09,1977,May,9,Monday,Spring,False,,False
1977-05-10,1977,May,10,Tuesday,Spring,False,,False
1977-05-11,1977,May,11,Wednesday,Spring,False,,False
1977-05-12,1977,May,12,Thursday,Spring,False,,False
1977-05-13,1977,May,13,Friday,Spring,False,,False
1977-05-14,1977,May,14,Saturday,Spring,True,,False
1977-05-15,1977,May,15,Sunday,Spring,True,,False
1977-05-16,1977,May,16,Monday,Spring,False,,False
1977-05-17,1977,May,17,Tuesday,Spring,False,,False
1977-05-18,1977,May,18,Wednesday,Spring,False,,False
1977-05-19,1977,May,19,Thursday,Spring,False,Hemelvaartsdag,False
1977-05-20,1977,May,20,Friday,Spring,False,,False
1977-05-21,1977,May,21,Saturday,Spring,True,,False
1977-05-22,1977,May,22,Sunday,Spring,True,,False
1977-05-23,1977,May,23,Monday,Spring,False,,False
1977-05-24,1977,May,24,Tuesday,Spring,False,,False
1977-05-25,1977,May,25,Wednesday,Spring,False,,False
1977-05-26,1977,May,26,Thursday,Spring,False,,False
1977-05-27,1977,May,27,Friday,Spring,False,,False
1977-05-28,1977,May,28,Saturday,Spring,True,,False
1977-05-29,1977,May,29,Sunday,Spring,True,Eerste Pinksterdag,False
1977-05-30,1977,May,30,Monday,Spring,False,Tweede Pinksterdag,False
1977-05-31,1977,May,31,Tuesday,Spring,False,,False
1977-06-01,1977,June,1,Wednesday,Summer,False,,False
1977-06-02,1977,June,2,Thursday,Summer,False,,False
1977-06-03,1977,June,3,Friday,Summer,False,,False
1977-06-04,1977,June,4,Saturday,Summer,True,,False
1977-06-05,1977,June,5,Sunday,Summer,True,,False
1977-06-06,1977,June,6,Monday,Summer,False,,False
1977-06-07,1977,June,7,Tuesday,Summer,False,,False
1977-06-08,1977,June,8,Wednesday,Summer,False,,False
1977-06-09,1977,June,9,Thursday,Summer,False,,False
1977-06-10,1977,June,10,Friday,Summer,False,,False
1977-06-11,1977,June,11,Saturday,Summer,True,,False
1977-06-12,1977,June,12,Sunday,Summer,True,,False
1977-06-13,1977,June,13,Monday,Summer,False,,False
1977-06-14,1977,June,14,Tuesday,Summer,False,,False
1977-06-15,1977,June,15,Wednesday,Summer,False,,False
1977-06-16,1977,June,16,Thursday,Summer,False,,False
1977-06-17,1977,June,17,Friday,Summer,False,,False
1977-06-18,1977,June,18,Saturday,Summer,True,,False
1977-06-19,1977,June,19,Sunday,Summer,True,,False
1977-06-20,1977,June,20,Monday,Summer,False,,False
1977-06-21,1977,June,21,Tuesday,Summer,False,,False
1977-06-22,1977,June,22,Wednesday,Summer,False,,False
1977-06-23,1977,June,23,Thursday,Summer,False,,False
1977-06-24,1977,June,24,Friday,Summer,False,,False
1977-06-25,1977,June,25,Saturday,Summer,True,,False
1977-06-26,1977,June,26,Sunday,Summer,True,,False
1977-06-27,1977,June,27,Monday,Summer,False,,False
1977-06-28,1977,June,28,Tuesday,Summer,False,,False
1977-06-29,1977,June,29,Wednesday,Summer,False,,False
1977-06-30,1977,June,30,Thursday,Summer,False,,False
1977-07-01,1977,July,1,Friday,Summer,False,,False
1977-07-02,1977,July,2,Saturday,Summer,True,,False
1977-07-03,1977,July,3,Sunday,Summer,True,,False
1977-07-04,1977,July,4,Monday,Summer,False,,False
1977-07-05,1977,July,5,Tuesday,Summer,False,,False
1977-07-06,1977,July,6,Wednesday,Summer,False,,False
1977-07-07,1977,July,7,Thursday,Summer,False,,False
1977-07-08,1977,July,8,Friday,Summer,False,,False
1977-07-09,1977,July,9,Saturday,Summer,True,,False
1977-07-10,1977,July,10,Sunday,Summer,True,,False
1977-07-11,1977,July,11,Monday,Summer,False,,False
1977-07-12,1977,July,12,Tuesday,Summer,False,,False
1977-07-13,1977,July,13,Wednesday,Summer,False,,False
1977-07-14,1977,July,14,Thursday,Summer,False,,False
1977-07-15,1977,July,15,Friday,Summer,False,,False
1977-07-16,1977,July,16,Saturday,Summer,True,,False
1977-07-17,1977,July,17,Sunday,Summer,True,,False
1977-07-18,1977,July,18,Monday,Summer,False,,False
1977-07-19,1977,July,19,Tuesday,Summer,False,,False
1977-07-20,1977,July,20,Wednesday,Summer,False,,False
1977-07-21,1977,July,21,Thursday,Summer,False,,False
1977-07-22,1977,July,22,Friday,Summer,False,,False
1977-07-23,1977,July,23,Saturday,Summer,True,,False
1977-07-24,1977,July,24,Sunday,Summer,True,,False
1977-07-25,1977,July,25,Monday,Summer,False,,False
1977-07-26,1977,July,26,Tuesday,Summer,False,,False
1977-07-27,1977,July,27,Wednesday,Summer,False,,False
1977-07-28,1977,July,28,Thursday,Summer,False,,False
1977-07-29,1977,July,29,Friday,Summer,False,,False
1977-07-30,1977,July,30,Saturday,Summer,True,,False
1977-07-31,1977,July,31,Sunday,Summer,True,,False
1977-08-01,1977,August,1,Monday,Summer,False,,False
1977-08-02,1977,August,2,Tuesday,Summer,False,,False
1977-08-03,1977,August,3,Wednesday,Summer,False,,False
1977-08-04,1977,August,4,Thursday,Summer,False,,False
1977-08-05,1977,August,5,Friday,Summer,False,,False
1977-08-06,1977,August,6,Saturday,Summer,True,,False
1977-08-07,1977,August,7,Sunday,Summer,True,,False
1977-08-08,1977,August,8,Monday,Summer,False,,False
1977-08-09,1977,August,9,Tuesday,Summer,False,,False
1977-08-10,1977,August,10,Wednesday,Summer,False,,False
1977-08-11,1977,August,11,Thursday,Summer,False,,False
1977-08-12,1977,August,12,Friday,Summer,False,,False
1977-08-13,1977,August,13,Saturday,Summer,True,,False
1977-08-14,1977,August,14,Sunday,Summer,True,,False
1977-08-15,1977,August,15,Monday,Summer,False,,False
1977-08-16,1977,August,16,Tuesday,Summer,False,,False
1977-08-17,1977,August,17,Wednesday,Summer,False,,False
1977-08-18,1977,August,18,Thursday,Summer,False,,False
1977-08-19,1977,August,19,Friday,Summer,False,,False
1977-08-20,1977,August,20,Saturday,Summer,True,,False
1977-08-21,1977,August,21,Sunday,Summer,True,,False
1977-08-22,1977,August,22,Monday,Summer,False,,False
1977-08-23,1977,August,23,Tuesday,Summer,False,,False
1977-08-24,1977,August,24,Wednesday,Summer,False,,False
1977-08-25,1977,August,25,Thursday,Summer,False,,False
1977-08-26,1977,August,26,Friday,Summer,False,,False
1977-08-27,1977,August,27,Saturday,Summer,True,,False
1977-08-28,1977,August,28,Sunday,Summer,True,,False
1977-08-29,1977,August,29,Monday,Summer,False,,False
1977-08-30,1977,August,30,Tuesday,Summer,False,,False
1977-08-31,1977,August,31,Wednesday,Summer,False,,False
1977-09-01,1977,September,1,Thursday,Autumn,False,,False
1977-09-02,1977,September,2,Friday,Autumn,False,,False
